sampling_lr,lengthscale,delta,eta,alpha,classifier_free_guidance_weight,mean (100th),std (100th),mean (80th),std (80th),mean (50th),std (50th)
0.05,5.0,0.25,0.0,0.6,-4.0,0.9524955675005913,0.026106942914616543,0.7463612779974937,0.015767195980490607,0.5813907086849213,0.019028238802699122
0.05,5.0,0.25,0.0,0.65,-4.0,0.9571122750639915,0.024751956602823665,0.7457878887653351,0.014014205868598856,0.5816999524831772,0.018675614941175995
0.05,5.0,0.25,0.0,0.7,-4.0,0.9537956714630127,0.023274882919305732,0.7469333708286285,0.014422010927435128,0.5775509774684906,0.018901462662889466
0.05,5.0,0.25,0.0,0.75,-4.0,0.9484870433807373,0.025841881575573853,0.7404341697692871,0.00904975664044487,0.5748837739229202,0.020211502743891812
0.05,5.0,0.25,0.0,0.8,-4.0,0.9540031105279922,0.02498480342310263,0.7428707182407379,0.013132658726357547,0.576799787580967,0.022779450413165512
0.05,5.0,0.25,0.0,0.85,-4.0,0.9584690555930138,0.022408058592079793,0.7415255233645439,0.01726673717715145,0.5753592401742935,0.021934810528320546
0.05,5.0,0.25,0.0,0.9,-4.0,0.9584690555930138,0.022408058592079793,0.739974170923233,0.018269357225158423,0.5739856958389282,0.02107872470530558
0.05,5.0,0.25,0.0,0.95,-4.0,0.9565285742282867,0.024396058626178236,0.7351332753896713,0.015297806421155458,0.5777429640293121,0.02217424420874324
0.05,5.0,0.25,0.0,1.0,-4.0,0.9584690555930138,0.022408058592079793,0.7371059730648994,0.013640568350926398,0.5756285339593887,0.020943719758219022
0.05,5.0,0.25,0.0,0.6,-3.5,0.9534464851021767,0.027145029544219757,0.7560804262757301,0.01563290281957158,0.5791100710630417,0.019152057079735992
0.05,5.0,0.25,0.0,0.65,-3.5,0.9534464851021767,0.027145029544219757,0.7580814808607101,0.016278885350136024,0.5773976445198059,0.021019053934170796
0.05,5.0,0.25,0.0,0.7,-3.5,0.9534464851021767,0.027145029544219757,0.7502796053886414,0.015034807260350638,0.5765008553862572,0.02198524601451448
0.05,5.0,0.25,0.0,0.75,-3.5,0.9534464851021767,0.027145029544219757,0.7470867112278938,0.009228585439410448,0.5752123445272446,0.02092948519583928
0.05,5.0,0.25,0.0,0.8,-3.5,0.9480476677417755,0.02564582222063096,0.7433745190501213,0.011089894893183967,0.5773899182677269,0.01966493645445831
0.05,5.0,0.25,0.0,0.85,-3.5,0.9482087269425392,0.025808291733129547,0.7411802113056183,0.009458551942302554,0.5734355002641678,0.0234878645891141
0.05,5.0,0.25,0.0,0.9,-3.5,0.9477216750383377,0.026132869383542062,0.737325020134449,0.015186818684536878,0.5698083713650703,0.022133523553122005
0.05,5.0,0.25,0.0,0.95,-3.5,0.9465465620160103,0.026872097287540246,0.7372528538107872,0.014288354097209447,0.573364645242691,0.02031863158201347
0.05,5.0,0.25,0.0,1.0,-3.5,0.9520626291632652,0.026456659319872334,0.7357942685484886,0.015461116197572079,0.5761658400297165,0.020960636018683622
0.05,5.0,0.25,0.0,0.6,-3,0.964222215116024,0.02250447896868237,0.7621724605560303,0.018788233725262518,0.5768474563956261,0.017352612524959454
0.05,5.0,0.25,0.0,0.65,-3,0.964222215116024,0.02250447896868237,0.7587463408708572,0.018065383141839864,0.5733298510313034,0.020529553096976398
0.05,5.0,0.25,0.0,0.7,-3,0.9573441967368126,0.024987118421920865,0.7575686499476433,0.01715480402521414,0.5742640048265457,0.02074528826089506
0.05,5.0,0.25,0.0,0.75,-3,0.9601093232631683,0.026046066700456904,0.7554993182420731,0.020014350267794582,0.571381650865078,0.023041738852107627
0.05,5.0,0.25,0.0,0.8,-3,0.9542930275201797,0.028032764123689016,0.7506017163395882,0.01545025052617789,0.5680302530527115,0.024225456192880076
0.05,5.0,0.25,0.0,0.85,-3,0.9534464851021767,0.027145029544219757,0.7490284666419029,0.013116273940128454,0.5700299963355064,0.021732035736087767
