sampling_lr,lengthscale,delta,eta,alpha,classifier_free_guidance_weight,mean (100th),std (100th),mean (80th),std (80th),mean (50th),std (50th)
0.05,5.0,0.25,0.0,0.6,-4.0,0.9552916139364243,0.02410651590088834,0.7556371763348579,0.02564006795409774,0.593052938580513,0.017764250011542606
0.05,5.0,0.25,0.0,0.65,-4.0,0.9564963653683662,0.024398269373310053,0.7639969810843468,0.021079588519542707,0.5893059745430946,0.02053815532788447
0.05,5.0,0.25,0.0,0.7,-4.0,0.9510511606931686,0.022553671676001356,0.7605270519852638,0.026406505743074467,0.5981437861919403,0.026163079921089672
0.05,5.0,0.25,0.0,0.75,-4.0,0.9462463408708572,0.019867936116404982,0.756671853363514,0.02582983688483056,0.5994709357619286,0.02363481816693843
0.05,5.0,0.25,0.0,0.8,-4.0,0.9462463408708572,0.019867936116404982,0.7610720843076706,0.027590036319840278,0.601737417280674,0.023974628452089773
0.05,5.0,0.25,0.0,0.85,-4.0,0.9462463408708572,0.019867936116404982,0.7572671473026276,0.026208719300092193,0.6034936383366585,0.023764265407219258
0.05,5.0,0.25,0.0,0.9,-4.0,0.9462463408708572,0.019867936116404982,0.7574410960078239,0.02723348672435869,0.6036907881498337,0.023967397095527372
0.05,5.0,0.25,0.0,0.95,-4.0,0.9469124972820282,0.019351412452377804,0.7576304972171783,0.01792653306287688,0.6088757067918777,0.021149937151270743
0.05,5.0,0.25,0.0,1.0,-4.0,0.9470800012350082,0.019296103080023688,0.7516879290342331,0.01853622484734898,0.6101100891828537,0.024406547728452375
0.05,5.0,0.25,0.0,0.6,-3.5,0.9611285254359245,0.02107677343963699,0.756381943821907,0.016786824316619788,0.5814834758639336,0.01674121103197727
0.05,5.0,0.25,0.0,0.65,-3.5,0.9616014063358307,0.021526326722402588,0.751943051815033,0.019368515676609202,0.5840463042259216,0.019510028354527628
0.05,5.0,0.25,0.0,0.7,-3.5,0.9595282077789307,0.024035539653196065,0.7548808306455612,0.02138223744621116,0.587562620639801,0.023002053133454204
0.05,5.0,0.25,0.0,0.75,-3.5,0.9566419646143913,0.02185534520535701,0.7594524398446083,0.02227719456455791,0.5889142602682114,0.020285097181740163
0.05,5.0,0.25,0.0,0.8,-3.5,0.9451150372624397,0.02036953621282172,0.7571962773799896,0.025217347397418495,0.5915221869945526,0.02336639781493833
0.05,5.0,0.25,0.0,0.85,-3.5,0.9451150372624397,0.02036953621282172,0.7566499561071396,0.02621443140342934,0.5999167561531067,0.02789899630116968
