sampling_lr,lengthscale,delta,eta,alpha,classifier_free_guidance_weight,mean (100th),std (100th),mean (80th),std (80th),mean (50th),std (50th)
0.05,5.5,0.75,0.0,0.6,-4.0,0.9533910900354385,0.01771499632918834,0.7672014757990837,0.01847694359342724,0.6049148514866829,0.017355674261266635
0.05,5.5,0.75,0.0,0.65,-4.0,0.9533910900354385,0.01771499632918834,0.7652597054839134,0.017227404917213716,0.6061312034726143,0.013989733655808852
0.05,5.5,0.75,0.0,0.7,-4.0,0.9486648589372635,0.02117180740872291,0.7650471106171608,0.016503981629348723,0.6063850373029709,0.01492483895228667
0.05,5.5,0.75,0.0,0.75,-4.0,0.9456510543823242,0.023803578434648445,0.7592887878417969,0.022082399396839748,0.6093666255474091,0.013468030432439609
0.05,5.5,0.75,0.0,0.8,-4.0,0.9421888589859009,0.024000762322526365,0.7580325081944466,0.020753466886921607,0.6076258644461632,0.016832015351974764
0.05,5.5,0.75,0.0,0.85,-4.0,0.9445816054940224,0.0247344042229751,0.7549645900726318,0.015386504078041261,0.6045643910765648,0.015286444307930726
0.05,5.5,0.75,0.0,0.9,-4.0,0.9464976117014885,0.02118407858501868,0.7553678825497627,0.01550010011060692,0.6043453365564346,0.014816458296713677
0.05,5.5,0.75,0.0,0.95,-4.0,0.9446318596601486,0.020506096224971754,0.7551939338445663,0.01717885428875341,0.6021883934736252,0.01590578186789952
0.05,5.5,0.75,0.0,1.0,-4.0,0.9446318596601486,0.020506096224971754,0.7480414733290672,0.013589413301505275,0.5999579802155495,0.013148278062209405
0.05,5.5,0.75,0.0,0.6,-3.5,0.95890973508358,0.01966424977401805,0.7742598876357079,0.020255191114082572,0.5993562638759613,0.014929898846850451
0.05,5.5,0.75,0.0,0.65,-3.5,0.9535418450832367,0.01786043895103718,0.7723954319953918,0.02324813306924928,0.6032269299030304,0.012718658700431217
0.05,5.5,0.75,0.0,0.7,-3.5,0.9499495029449463,0.01705602999645384,0.7719702199101448,0.018698937324424056,0.6046996787190437,0.010922945873555972
0.05,5.5,0.75,0.0,0.75,-3.5,0.9499495029449463,0.01705602999645384,0.7654632851481438,0.01760484576687101,0.5992853939533234,0.0160982294408904
0.05,5.5,0.75,0.0,0.8,-3.5,0.954264685511589,0.02045412520275203,0.7634493634104729,0.01991807924668692,0.6001422628760338,0.014807111311975242
0.05,5.5,0.75,0.0,0.85,-3.5,0.9494263604283333,0.027891803932028295,0.7598041892051697,0.021021858230219195,0.6002311483025551,0.015719460853397704
0.05,5.5,0.75,0.0,0.9,-3.5,0.9494263604283333,0.027891803932028295,0.756563626229763,0.0177694034402903,0.6014191657304764,0.014930703797555844
0.05,5.5,0.75,0.0,0.95,-3.5,0.9475361332297325,0.02786703844729175,0.7544569298624992,0.01781299295112511,0.6008676737546921,0.016739371854429797
0.05,5.5,0.75,0.0,1.0,-3.5,0.949928879737854,0.028048826151483984,0.7544530555605888,0.01784198200067029,0.5999077409505844,0.01651894807813357
0.05,5.5,0.75,0.0,0.6,-3,0.965567409992218,0.020017505626800047,0.7826570495963097,0.01060033427337601,0.6023919731378555,0.012651294641720434
0.05,5.5,0.75,0.0,0.65,-3,0.965567409992218,0.020017505626800047,0.7832123935222626,0.012502354020649994,0.6016601100564003,0.015998103388860003
0.05,5.5,0.75,0.0,0.7,-3,0.9606427624821663,0.022202761620409624,0.7771203517913818,0.01669316107444122,0.6032385230064392,0.014004085439880179
0.05,5.5,0.75,0.0,0.75,-3,0.9615009054541588,0.020041556773969425,0.7727716639637947,0.019027389822304397,0.6010893061757088,0.015709036199327606
0.05,5.5,0.75,0.0,0.8,-3,0.9552272036671638,0.019860417106086745,0.7717395722866058,0.017239140629588482,0.6037448942661285,0.01093853878438851
0.05,5.5,0.75,0.0,0.85,-3,0.9483775347471237,0.018315143326676924,0.7637650445103645,0.01806733978626572,0.6002221331000328,0.011369550606390744
