sampling_lr,lengthscale,delta,eta,alpha,classifier_free_guidance_weight,mean (100th),std (100th),mean (80th),std (80th),mean (50th),std (50th)
0.05,6.0,0.2,0.0,0.6,-4.0,0.9598980024456978,0.024049604267388634,0.8026777654886246,0.03881902452098418,0.6418909505009651,0.037933528993236404
0.05,6.0,0.2,0.0,0.65,-4.0,0.9574137777090073,0.02581426341744512,0.7997283861041069,0.044235808066875416,0.6437373757362366,0.039278098050202805
0.05,6.0,0.2,0.0,0.7,-4.0,0.9574137777090073,0.02581426341744512,0.7983973622322083,0.039238122277330104,0.6412570178508759,0.04077828768154689
0.05,6.0,0.2,0.0,0.75,-4.0,0.9597176164388657,0.027597741634427853,0.7902295514941216,0.04524631233595258,0.6382792890071869,0.04309394609294739
0.05,6.0,0.2,0.0,0.8,-4.0,0.9584304019808769,0.02687290334695188,0.7806315198540688,0.05108728687156243,0.6330209225416183,0.04992426291983486
0.05,6.0,0.2,0.0,0.85,-4.0,0.9587009847164154,0.0271603848087823,0.7707989811897278,0.05016686892776349,0.6317723616957664,0.05154722514915951
0.05,6.0,0.2,0.0,0.9,-4.0,0.9660183787345886,0.019207509224649016,0.7665842846035957,0.04877158894331499,0.6289518401026726,0.0504089158329657
0.05,6.0,0.2,0.0,0.95,-4.0,0.9478002786636353,0.03503525342189793,0.7528140768408775,0.05932630923415605,0.6160359010100365,0.054693368024402604
0.05,6.0,0.2,0.0,1.0,-4.0,0.9475902542471886,0.03489608568223668,0.7496894747018814,0.05594537554393056,0.6126651912927628,0.05636695993488445
0.05,6.0,0.2,0.0,0.6,-3.5,0.9594277068972588,0.025294788291534344,0.807495467364788,0.03397106182626859,0.6491426303982735,0.04084789157813503
0.05,6.0,0.2,0.0,0.65,-3.5,0.9594277068972588,0.025294788291534344,0.8090597093105316,0.034409707388373095,0.642831563949585,0.03874754174455462
0.05,6.0,0.2,0.0,0.7,-3.5,0.9562399536371231,0.024987401804009966,0.8058809787034988,0.03481215004927513,0.6403511986136436,0.040782107615821704
0.05,6.0,0.2,0.0,0.75,-3.5,0.9578248038887978,0.026184821952899572,0.803140327334404,0.040151890114280366,0.638413280248642,0.04043648466534053
0.05,6.0,0.2,0.0,0.8,-3.5,0.9576843604445457,0.026123933976427725,0.8006767183542252,0.03948652230852958,0.6397520452737808,0.04097302860987908
0.05,6.0,0.2,0.0,0.85,-3.5,0.9588517472147942,0.024798961838247698,0.8005156591534615,0.04038795924154771,0.6368915811181068,0.043332064391129174
0.05,6.0,0.2,0.0,0.9,-3.5,0.9601917862892151,0.025979368862193618,0.7928387522697449,0.04636225792492135,0.6326279267668724,0.048874377250670155
0.05,6.0,0.2,0.0,0.95,-3.5,0.9625471606850624,0.02430151159664283,0.781393013894558,0.050637065120301125,0.6320442333817482,0.04900208734273631
0.05,6.0,0.2,0.0,1.0,-3.5,0.9673055931925774,0.01971994200986584,0.77634596824646,0.05124915331984572,0.6237733513116837,0.05610595436713499
0.05,6.0,0.2,0.0,0.6,-3,0.9728706404566765,0.01595677720349434,0.8097013831138611,0.026457581034599782,0.647470161318779,0.03625592902739861
0.05,6.0,0.2,0.0,0.65,-3,0.9728706404566765,0.01595677720349434,0.8115709945559502,0.026135184949272885,0.6483811289072037,0.03462536213071025
0.05,6.0,0.2,0.0,0.7,-3,0.9667786061763763,0.022528136289434196,0.8110427111387253,0.02955696109111333,0.6514722481369972,0.03931305051259528
0.05,6.0,0.2,0.0,0.75,-3,0.9667786061763763,0.022528136289434196,0.8078523799777031,0.029311054762269,0.6451044753193855,0.04114281423757206
0.05,6.0,0.2,0.0,0.8,-3,0.9670491889119148,0.022771313828712926,0.8089012131094933,0.03177403313871818,0.6462770029902458,0.04147502124809178
0.05,6.0,0.2,0.0,0.85,-3,0.95767792314291,0.024007465668531458,0.8042767867445946,0.03404253590485794,0.6377767696976662,0.04174979264227785
