sampling_lr,lengthscale,delta,eta,alpha,classifier_free_guidance_weight,mean (100th),std (100th),mean (80th),std (80th),mean (50th),std (50th)
0.01,5.0,0.25,0.0,0.6,-4.0,0.9308423176407814,0.03050746014402218,0.7097524031996727,0.09978844311705082,0.5584025606513023,0.08531277730794126
0.01,5.0,0.25,0.0,0.65,-4.0,0.9460620805621147,0.019769782322292945,0.7140727564692497,0.0952300983030791,0.571033738553524,0.09624963984436434
0.01,5.0,0.25,0.0,0.7,-4.0,0.9308951422572136,0.016785696345818828,0.7391985058784485,0.10005222591820064,0.5941687598824501,0.10126412989878358
0.01,5.0,0.25,0.0,0.75,-4.0,0.9351768344640732,0.023280323474072336,0.7516183629631996,0.09525731913691793,0.6072792485356331,0.10194862544150678
0.01,5.0,0.25,0.0,0.8,-4.0,0.9423640891909599,0.04100496966558949,0.7712254747748375,0.09998567658490523,0.6195831410586834,0.10009367581551658
0.01,5.0,0.25,0.0,0.85,-4.0,0.9554217457771301,0.02478803996977887,0.7651733905076981,0.09040811094388158,0.6295355074107647,0.10037987924289857
0.01,5.0,0.25,0.0,0.9,-4.0,0.94637131690979,0.02561959213045557,0.7522510290145874,0.08974406273422843,0.6357190385460854,0.10642082417934987
0.01,5.0,0.25,0.0,0.95,-4.0,0.9396814256906509,0.03422082326797783,0.7614019513130188,0.09084868961024242,0.6378283128142357,0.10513037823019164
0.01,5.0,0.25,0.0,1.0,-4.0,0.939959742128849,0.030604666670886117,0.7622085511684418,0.0891628420886185,0.6375126242637634,0.104968181942396
0.01,5.0,0.25,0.0,1.05,-4.0,0.9300846830010414,0.03062089112495246,0.7567375749349594,0.09787413210692529,0.6240967512130737,0.11167615893585255
0.01,5.0,0.25,0.0,1.1,-4.0,0.9172512292861938,0.04238894721705698,0.7601263374090195,0.09365769896549105,0.6309773400425911,0.1148957861190497
0.01,5.0,0.25,0.0,1.15,-4.0,0.9190834760665894,0.042246364223282686,0.7541760355234146,0.09576755316979384,0.624337699264288,0.12335452952167855
0.01,5.0,0.25,0.0,1.2,-4.0,0.9168170019984245,0.04205963667761229,0.7522458657622337,0.09159657967216531,0.6305817775428295,0.12664444193007102
0.01,5.0,0.25,0.0,1.5,-4.0,0.9019876345992088,0.041972334925450334,0.7126566842198372,0.12278944301303332,0.5984452813863754,0.1318788816059518
0.01,5.0,0.25,0.0,1.8,-4.0,0.8546378239989281,0.1276889752911579,0.6825096309185028,0.11622736187697832,0.6172638460993767,0.12078612580328305
0.01,5.0,0.25,0.0,0.6,-3.5,0.9248211532831192,0.04606003341430056,0.6924053207039833,0.10380367547171722,0.5515078008174896,0.08331347127363434
0.01,5.0,0.25,0.0,0.65,-3.5,0.9355144202709198,0.026917127568455896,0.7124183177947998,0.10097015754203482,0.5730772949755192,0.09926818914427012
0.01,5.0,0.25,0.0,0.7,-3.5,0.9338316395878792,0.03071789661117564,0.7201699391007423,0.09764225544683193,0.5804771520197392,0.10307324544124429
