num_fit_samples,sampling_lr,lengthscale,delta,eta,alpha,classifier_free_guidance_weight,mean (100th),std (100th),mean (80th),std (80th),mean (50th),std (50th)
18000,0.05,5.7,0.25,0.05,0.8,-2.5,0.6305894777178764,0.02828683636570095,0.5237700119614601,0.006149372677509968,0.4718366675078869,0.008534889634241077
18000,0.05,5.7,0.25,0.05,0.85,-2.5,0.6418578922748566,0.02691746640749019,0.5222537219524384,0.004977181774471843,0.4723520465195179,0.00817677303310023
18000,0.05,5.7,0.25,0.05,0.9,-2.5,0.6305894777178764,0.02828683636570095,0.5215004235506058,0.0052500989536812745,0.470094732940197,0.00819320051808268
18000,0.05,5.7,0.25,0.05,0.95,-2.0,0.6267791911959648,0.03480265440351456,0.52375428378582,0.0041400598383821,0.4711573123931885,0.0044979088029581255
18000,0.05,5.7,0.25,0.05,1.0,-2.0,0.6281829178333282,0.03399072132340015,0.5243874043226242,0.004076619468819401,0.47173555940389633,0.006567518084321062
18000,0.05,5.7,0.25,0.1,0.8,-2.5,0.6239242181181908,0.02673183958532561,0.5237978249788284,0.004511344326949557,0.4719467759132385,0.00728681724141368
18000,0.05,5.7,0.25,0.1,0.85,-2.5,0.6287066340446472,0.03073929606753259,0.5232907235622406,0.006713705671733443,0.4729580618441105,0.0091792578405825
18000,0.05,5.7,0.25,0.1,0.9,-2.5,0.6285012066364288,0.03076954749917774,0.522740326821804,0.005487170527245946,0.47368839383125305,0.008015309038061504
18000,0.05,5.7,0.25,0.1,0.9,-2.0,0.6204895153641701,0.032991682201618196,0.5224665328860283,0.005390784787318465,0.46778634190559387,0.005673308531647911
18000,0.05,5.7,0.25,0.1,0.95,-2.5,0.633975550532341,0.025801321753869854,0.5213356241583824,0.006525499857174421,0.47082215547561646,0.0077434644553964725
18000,0.05,5.7,0.25,0.1,0.95,-2.0,0.6221402809023857,0.031758407167032876,0.5241287350654602,0.004968320887053484,0.47147564217448235,0.005710606620123205
18000,0.05,5.7,0.25,0.1,1.0,-3.0,0.6299875378608704,0.020986223945533143,0.523024283349514,0.010629273738326414,0.47052669525146484,0.009165814330725079
18000,0.05,5.7,0.25,0.1,1.0,-2.0,0.6280273497104645,0.03216276872369021,0.522661879658699,0.006261885252104809,0.47121526673436165,0.006427651507198883
18000,0.05,5.7,0.25,0.15,0.8,-2.5,0.6314168125391006,0.03562895444446502,0.5226796567440033,0.007593658998957355,0.47369489073753357,0.004776724579192644
18000,0.05,5.7,0.25,0.15,0.85,-2.5,0.6292755007743835,0.03073952817838975,0.5235633254051208,0.00696978069259774,0.4735553003847599,0.004644109666679887
18000,0.05,5.7,0.25,0.15,0.9,-2.5,0.631081834435463,0.02922292116983479,0.5235138162970543,0.007429116213058595,0.4728652872145176,0.006203531652888492
18000,0.05,5.7,0.25,0.15,0.95,-2.5,0.6335082203149796,0.019551725192100116,0.5225127786397934,0.006690175679192966,0.47013720870018005,0.005481836782836502
18000,0.05,5.7,0.25,0.15,1.0,-2.5,0.6347846984863281,0.024914422815436422,0.5231753289699554,0.006860670044548848,0.4697442092001438,0.006180035386857289
18000,0.05,5.7,0.25,0.15,1.0,-2.0,0.6305097863078117,0.03045343261222265,0.5221187770366669,0.007509905146090116,0.4727269820868969,0.005298544166955667
18000,0.05,5.7,0.25,0.2,0.8,-2.5,0.6271841526031494,0.023914169693089977,0.521968349814415,0.007336556641000809,0.4698720648884773,0.005700090111074807
18000,0.05,5.7,0.25,0.2,0.85,-2.5,0.6237946897745132,0.01755607935273125,0.522194042801857,0.006411928617124058,0.4707896299660206,0.005060771236496436
18000,0.05,5.7,0.25,0.2,0.85,-2.0,0.6363457068800926,0.028213745432237067,0.5250160470604897,0.00546191292379802,0.4715791679918766,0.0054660146141176464
18000,0.05,5.7,0.25,0.2,0.9,-2.5,0.6237946897745132,0.01755607935273125,0.5223336070775986,0.007300476126953302,0.47045427560806274,0.005642512014955679
18000,0.05,5.7,0.25,0.2,0.9,-2.0,0.6349679976701736,0.02796795122264058,0.5233782529830933,0.005534836895423514,0.4695436507463455,0.004747991756656444
18000,0.05,5.7,0.25,0.2,0.95,-2.5,0.628521054983139,0.013773051423533354,0.5209354981780052,0.007460449674770416,0.47087251022458076,0.006863403086664925
18000,0.05,5.7,0.25,0.2,0.95,-2.0,0.6341031715273857,0.02872441456692046,0.524273581802845,0.005538890206225317,0.47006288915872574,0.004544282857507333
18000,0.05,5.7,0.25,0.2,1.0,-2.5,0.6325337216258049,0.017959627497382332,0.5217408239841461,0.007701592608098368,0.47004384547472,0.007462697141875465
18000,0.05,5.7,0.25,0.2,1.0,-2.0,0.634726382791996,0.027905476444263572,0.5233899876475334,0.0036082049336610233,0.47045669704675674,0.0036100982292560555
18000,0.05,5.7,0.25,0.25,0.8,-2.5,0.6336965635418892,0.02639572551757979,0.5233497992157936,0.0032757783643762952,0.4707621783018112,0.0077341865419353496
18000,0.05,5.7,0.25,0.25,0.8,-2.0,0.6322801560163498,0.023189733202049635,0.5248528569936752,0.004774952880116352,0.4718845933675766,0.005823552688179014
18000,0.05,5.7,0.25,0.25,0.85,-2.5,0.6280489787459373,0.023258747008079384,0.522209420800209,0.004339362287848376,0.47022897005081177,0.003927046692305783
18000,0.05,5.7,0.25,0.25,0.85,-2.0,0.6338744610548019,0.023290285049577048,0.5248008817434311,0.005459788244391802,0.47174008190631866,0.005271660858400941
18000,0.05,5.7,0.25,0.25,0.9,-2.5,0.6190913319587708,0.014449166569894954,0.5213008746504784,0.005080766328103286,0.47119836136698723,0.003093390090411316
18000,0.05,5.7,0.25,0.25,0.9,-2.0,0.632496751844883,0.02284335627048975,0.5234523788094521,0.005230784026930755,0.471366286277771,0.005411922206384805
18000,0.05,5.7,0.25,0.25,0.95,-2.0,0.6270657628774643,0.018409500121391198,0.5236674547195435,0.004746834155379648,0.4717567376792431,0.005064130812992931
18000,0.05,5.7,0.25,0.25,1.0,-2.0,0.6274723783135414,0.017752943808534025,0.5244890451431274,0.005086670217199738,0.47103460133075714,0.0047856487778893345
18000,0.05,5.7,0.25,0.3,0.8,-2.5,0.6343870013952255,0.026272111961325527,0.523931123316288,0.0035625661905995514,0.4720982611179352,0.00575747654447764
