num_fit_samples,sampling_lr,lengthscale,delta,eta,alpha,classifier_free_guidance_weight,mean (100th),std (100th),mean (80th),std (80th),mean (50th),std (50th)
16000,0.05,5.8,0.25,0.0,1.0,-3.0,0.9799045473337173,0.013555199337642636,0.8101111128926277,0.029778319761740692,0.6446277275681496,0.04484570497899214
16000,0.05,5.8,0.25,0.0,1.0,-2.5,0.9714609980583191,0.020960819316905525,0.8148399069905281,0.033915178964115326,0.649410642683506,0.029322954373090203
16000,0.05,5.8,0.25,0.0,1.0,-2.0,0.9628795832395554,0.01857769053849363,0.8233646377921104,0.0286924437759179,0.6553403213620186,0.031442410921896126
16000,0.05,5.8,0.25,0.0,1.0,-1.5,0.9785593524575233,0.009892627966562793,0.8351466953754425,0.017534863448005037,0.6500742211937904,0.02679084250322601
16000,0.05,5.8,0.25,0.0,0.95,-3.0,0.9821104556322098,0.014731254254968284,0.8127795904874802,0.0274493101469559,0.6458930298686028,0.03731204983724714
16000,0.05,5.8,0.25,0.0,0.95,-2.5,0.9699148014187813,0.0219664920814193,0.8186010494828224,0.028526154442583704,0.6537722200155258,0.02543086438045952
16000,0.05,5.8,0.25,0.0,0.95,-2.0,0.9685025960206985,0.012207804792416852,0.8212540745735168,0.026515247620413712,0.6571803018450737,0.03211423802796229
16000,0.05,5.8,0.25,0.0,0.95,-1.5,0.9789948686957359,0.0101390921922447,0.8371863961219788,0.014919297072296249,0.6499827355146408,0.026622553471504336
16000,0.05,5.8,0.25,0.0,0.9,-3.0,0.9821104556322098,0.014731254254968284,0.8151130676269531,0.021582585223750356,0.6453067660331726,0.03683562413882263
16000,0.05,5.8,0.25,0.0,0.9,-2.5,0.9692228734493256,0.02233846613218184,0.8177712634205818,0.027575310888249667,0.6486285105347633,0.028812275511141384
16000,0.05,5.8,0.25,0.0,0.9,-2.0,0.9685025960206985,0.012207804792416852,0.8239650800824165,0.025334307950462494,0.6597006097435951,0.03143268468050551
16000,0.05,5.8,0.25,0.0,0.9,-1.5,0.9766768515110016,0.01289121213426481,0.8363694697618484,0.012829649430263464,0.6509426683187485,0.02520721191882861
16000,0.05,5.8,0.25,0.0,0.85,-3.0,0.9775672033429146,0.022935186692137424,0.8129264935851097,0.026817937224354788,0.6505123153328896,0.024782466847631815
16000,0.05,5.8,0.25,0.0,0.85,-2.5,0.9683119058609009,0.02136224837296903,0.8187350556254387,0.025536646780105584,0.649042122066021,0.02746000591212547
16000,0.05,5.8,0.25,0.0,0.85,-2.0,0.9645907059311867,0.01085309229829471,0.8277506902813911,0.019556575133051673,0.6592161357402802,0.029434674732523043
16000,0.05,5.8,0.25,0.0,0.85,-1.5,0.9766768515110016,0.01289121213426481,0.838025189936161,0.013671959563481915,0.6513884887099266,0.026791508075697298
16000,0.05,5.8,0.25,0.0,0.8,-3.0,0.9750816822052002,0.02245732907526204,0.8175496384501457,0.019950764300026364,0.6533792316913605,0.021714894252889447
16000,0.05,5.8,0.25,0.0,0.8,-2.5,0.9637377262115479,0.018279211430576,0.8245732560753822,0.02832669762096504,0.6577201783657074,0.02624180953857379
16000,0.05,5.8,0.25,0.0,0.8,-2.0,0.9665801525115967,0.012525908620886234,0.8269209116697311,0.015992619041590182,0.6629321724176407,0.027663859948260063
16000,0.05,5.8,0.25,0.0,0.8,-1.5,0.9766768515110016,0.01289121213426481,0.83672896027565,0.01386009207817926,0.6495575308799744,0.02568157229396412
16000,0.05,5.8,0.25,0.05,1.0,-3.0,0.977419026196003,0.013178440934539242,0.8131210580468178,0.030577591754490433,0.6495150104165077,0.04313627377058367
16000,0.05,5.8,0.25,0.05,1.0,-2.5,0.9718965142965317,0.02122441862678126,0.8127911984920502,0.028073123934921354,0.6484970971941948,0.032064878895833836
16000,0.05,5.8,0.25,0.05,1.0,-2.0,0.9648612961173058,0.018465192182941112,0.8186512961983681,0.024793092956135833,0.6567898839712143,0.02873830298860085
16000,0.05,5.8,0.25,0.05,1.0,-1.5,0.9688891470432281,0.013753962990387688,0.8322926610708237,0.024082873029706423,0.6464380696415901,0.02309488114779086
16000,0.05,5.8,0.25,0.05,0.95,-3.0,0.9785645008087158,0.02243803812010743,0.8137266486883163,0.028702962893942054,0.6511604264378548,0.04512929223025482
16000,0.05,5.8,0.25,0.05,0.95,-2.5,0.9718965142965317,0.02122441862678126,0.8201807513833046,0.02844322106088136,0.6478876322507858,0.03809513305763724
16000,0.05,5.8,0.25,0.05,0.95,-2.0,0.9704843088984489,0.011071442578922437,0.8186551705002785,0.0265503910192389,0.657757543027401,0.028992592062651062
16000,0.05,5.8,0.25,0.05,0.95,-1.5,0.9688891470432281,0.013753962990387688,0.8331288918852806,0.019479862872484016,0.6464187353849411,0.023610057819792488
16000,0.05,5.8,0.25,0.05,0.9,-3.0,0.9831902161240578,0.012835316496969942,0.8156452178955078,0.023825309903146134,0.6593604385852814,0.032913417758747086
16000,0.05,5.8,0.25,0.05,0.9,-2.5,0.9703477323055267,0.02044391034438256,0.8231069296598434,0.02536755816979168,0.6523303836584091,0.030081189203905057
16000,0.05,5.8,0.25,0.05,0.9,-2.0,0.9704843088984489,0.011071442578922437,0.8201317936182022,0.027917047429165804,0.6604389101266861,0.02852468814756718
16000,0.05,5.8,0.25,0.05,0.9,-1.5,0.9693246632814407,0.014231361962529271,0.8345307782292366,0.016013050786730123,0.6482716053724289,0.025016760321724018
16000,0.05,5.8,0.25,0.05,0.85,-3.0,0.9856757372617722,0.012088368131538161,0.8121778666973114,0.02657970113166724,0.65519730001688,0.029605701184314638
16000,0.05,5.8,0.25,0.05,0.85,-2.5,0.9670195356011391,0.01776545315193598,0.823529563844204,0.025944113674896623,0.6536974683403969,0.03082732112300881
16000,0.05,5.8,0.25,0.05,0.85,-2.0,0.9704843088984489,0.011071442578922437,0.8218931704759598,0.027838603229628753,0.6584919914603233,0.02642414641918161
16000,0.05,5.8,0.25,0.05,0.85,-1.5,0.9766768515110016,0.01289121213426481,0.8335824534296989,0.02415263549470452,0.6498294025659561,0.0268298894291229
16000,0.05,5.8,0.25,0.05,0.8,-3.0,0.9760789796710014,0.022062003606528633,0.8132975772023201,0.024432442270489917,0.6536034271121025,0.022824114401774603
16000,0.05,5.8,0.25,0.05,0.8,-2.5,0.9646100401878357,0.01861222283929401,0.8219086304306984,0.025697338154642434,0.6538907587528229,0.03273037934321591
16000,0.05,5.8,0.25,0.05,0.8,-2.0,0.9723423272371292,0.0129980060361646,0.8262160867452621,0.027416266698439145,0.6583141759037971,0.025663804997172756
16000,0.05,5.8,0.25,0.05,0.8,-1.5,0.9766768515110016,0.01289121213426481,0.8372714295983315,0.017517079864985196,0.6495394855737686,0.025744383655885997
16000,0.05,5.8,0.25,0.1,1.0,-3.0,0.9724724665284157,0.019607796135446626,0.8134560659527779,0.030787729706786376,0.6497881710529327,0.04604681522943983
16000,0.05,5.8,0.25,0.1,1.0,-2.5,0.9724260866641998,0.02072662640304686,0.8117848783731461,0.030764191904211275,0.6527104899287224,0.043393736506716046
16000,0.05,5.8,0.25,0.1,1.0,-2.0,0.9714030176401138,0.018427989845868346,0.8158707097172737,0.02500347994866881,0.6480615809559822,0.031542702286094945
16000,0.05,5.8,0.25,0.1,1.0,-1.5,0.9695810750126839,0.013158762572309963,0.8256723433732986,0.027964839144647702,0.6443068832159042,0.027450267567865613
16000,0.05,5.8,0.25,0.1,0.95,-3.0,0.9768920242786407,0.02161972166882976,0.814702033996582,0.031122426669441743,0.6514258533716202,0.04393682006930547
16000,0.05,5.8,0.25,0.1,0.95,-2.5,0.9770518019795418,0.01215162333146779,0.8150241747498512,0.026920572269095208,0.6508833989501,0.04282523594239964
16000,0.05,5.8,0.25,0.1,0.95,-2.0,0.9754553437232971,0.010236831707435412,0.8147394061088562,0.029179094213567788,0.652683436870575,0.03176107234513631
16000,0.05,5.8,0.25,0.1,0.95,-1.5,0.9695810750126839,0.013158762572309963,0.8264995664358139,0.027035208343254274,0.6468658447265625,0.026236267850768845
16000,0.05,5.8,0.25,0.1,0.9,-3.0,0.9820138216018677,0.012049619090360519,0.813985638320446,0.025524589233250322,0.6587947905063629,0.031141981179303002
16000,0.05,5.8,0.25,0.1,0.9,-2.5,0.9764681085944176,0.012579769194224882,0.8196833804249763,0.021786725281275992,0.6501695662736893,0.033646170797541924
16000,0.05,5.8,0.25,0.1,0.9,-2.0,0.9754553437232971,0.010236831707435412,0.8174633011221886,0.02628062731859154,0.6513202041387558,0.027856255916653375
