num_fit_samples,sampling_lr,lengthscale,delta,eta,alpha,classifier_free_guidance_weight,mean (100th),std (100th),mean (80th),std (80th),mean (50th),std (50th)
18000,0.05,5.2,0.25,0.1,0.85,-3.0,0.6286675930023193,0.021445945949631583,0.5175183787941933,0.006124838960426189,0.46886352077126503,0.0035775406571769515
18000,0.05,5.2,0.25,0.25,0.85,-1.5,0.6460054144263268,0.05738390508635959,0.5202295407652855,0.008384995927680685,0.46942659467458725,0.00919934176389929
18000,0.05,5.2,0.25,0.15,0.8,-2.0,0.6521346420049667,0.06154274506978809,0.5199699029326439,0.004900879876216737,0.4695836119353771,0.00791365485976326
18000,0.05,5.2,0.25,0.25,0.95,-1.5,0.6460054144263268,0.05738390508635959,0.5211189314723015,0.005729883125848379,0.46969538927078247,0.00782651836872564
18000,0.05,5.2,0.25,0.15,0.8,-1.5,0.6626642122864723,0.05778942470203579,0.5206286534667015,0.007424818710538932,0.470704760402441,0.007174634335125814
18000,0.05,5.2,0.25,0.5,0.8,-2.0,0.6548496782779694,0.052151969054663294,0.5251635387539864,0.005129533855000229,0.47137098014354706,0.0033771577682812676
18000,0.05,5.2,0.25,0.15,0.85,-1.5,0.6654088497161865,0.05608209130212469,0.5195845514535904,0.007106110320837165,0.47040488943457603,0.006779335632730237
18000,0.05,5.2,0.25,0.5,0.8,-1.5,0.6523366943001747,0.05309218778625709,0.5271395817399025,0.0062217018595945904,0.4717819504439831,0.006475786198698587
18000,0.05,5.2,0.25,0.15,0.9,-1.5,0.6626642122864723,0.05778942470203579,0.5193681865930557,0.006971867244051466,0.46928806230425835,0.007401822282609542
18000,0.05,5.2,0.25,0.5,0.85,-1.5,0.6539426296949387,0.05242804501182367,0.5272830352187157,0.006370445203602896,0.4722510427236557,0.006497250904493631
18000,0.05,5.2,0.25,0.15,0.95,-1.5,0.6626642122864723,0.05778942470203579,0.5209636986255646,0.00715710202417199,0.47141312807798386,0.006959757619410268
18000,0.05,5.2,0.25,0.5,0.9,-1.5,0.6539426296949387,0.05242804501182367,0.5264884456992149,0.006108081485378421,0.4718776196241379,0.006095809819121442
18000,0.05,5.2,0.25,0.15,1.0,-1.5,0.6626642122864723,0.05778942470203579,0.5220370218157768,0.006340002119997067,0.472947858273983,0.006575947293167214
18000,0.05,5.2,0.25,0.5,0.95,-1.5,0.6593546122312546,0.05205054141677295,0.5271520763635635,0.005008204746172458,0.4710492715239525,0.006624964866646881
18000,0.05,5.2,0.25,0.2,0.8,-1.5,0.6539265736937523,0.0534729196337073,0.5202529802918434,0.007436476440894728,0.4697321020066738,0.009500110458406182
18000,0.05,5.2,0.25,0.5,1.0,-1.5,0.658967487514019,0.052560960291481225,0.527188703417778,0.004286779807387093,0.47207481786608696,0.0044846649540713985
18000,0.05,5.2,0.25,0.2,0.85,-1.5,0.6539265736937523,0.0534729196337073,0.5201495811343193,0.007227078015545574,0.470302514731884,0.009779563395857878
18000,0.05,5.2,0.25,0.25,0.8,-2.0,0.6452142000198364,0.058146635225366144,0.521178737282753,0.007965928897290264,0.4691369831562042,0.008358479738507948
18000,0.05,5.2,0.25,0.25,0.8,-1.5,0.6501537784934044,0.05637409437793157,0.5209150165319443,0.009446075004258642,0.46998482942581177,0.00908958072050019
18000,0.05,5.2,0.25,0.25,0.85,-1.5,0.6460054144263268,0.05738390508635959,0.5202295407652855,0.008384995927680685,0.46942659467458725,0.00919934176389929
