num_fit_samples,sampling_lr,lengthscale,delta,eta,alpha,classifier_free_guidance_weight,mean (100th),std (100th),mean (80th),std (80th),mean (50th),std (50th)
15000,0.05,5.5,0.25,0.0,1.0,-3.0,0.9616800099611282,0.02022040570948449,0.7954286560416222,0.02558398810578472,0.6280305460095406,0.02192145167342498
15000,0.05,5.5,0.25,0.0,1.0,-2.5,0.9693285450339317,0.02443261780078528,0.8161477446556091,0.019623390387042382,0.6300573721528053,0.024715232184216777
15000,0.05,5.5,0.25,0.0,1.0,-2.0,0.9700990542769432,0.016742661164792037,0.8249005153775215,0.01959737133758658,0.6280176714062691,0.021072447889838978
15000,0.05,5.5,0.25,0.0,1.0,-1.5,0.974544383585453,0.01922684466051521,0.8250061720609665,0.019216680592380984,0.6179325804114342,0.013426378328108484
15000,0.05,5.5,0.25,0.0,0.95,-3.0,0.9616800099611282,0.02022040570948449,0.7994397580623627,0.02214726529858477,0.6249935701489449,0.015070673202102336
15000,0.05,5.5,0.25,0.0,0.95,-2.5,0.9717535004019737,0.025442866180188713,0.8147187978029251,0.017003081855597423,0.6288526132702827,0.030040466657584246
15000,0.05,5.5,0.25,0.0,0.95,-2.0,0.9700990542769432,0.016742661164792037,0.8265394866466522,0.019542407069951497,0.6303034722805023,0.023183256465597244
15000,0.05,5.5,0.25,0.0,0.95,-1.5,0.974544383585453,0.01922684466051521,0.8243155404925346,0.02048791712721965,0.6179325804114342,0.013426378328108484
15000,0.05,5.5,0.25,0.0,0.9,-3.0,0.9633653685450554,0.021374616794025383,0.8030552864074707,0.01875774240442462,0.6231316849589348,0.014377828789369837
15000,0.05,5.5,0.25,0.0,0.9,-2.5,0.9672862663865089,0.024867266472820337,0.8167688101530075,0.01709641783075189,0.6289273574948311,0.023824549960980455
15000,0.05,5.5,0.25,0.0,0.9,-2.0,0.9693594500422478,0.021361511989940615,0.8263217359781265,0.01835798892678755,0.6301282420754433,0.023453681332973153
15000,0.05,5.5,0.25,0.0,0.9,-1.5,0.974544383585453,0.01922684466051521,0.8242240622639656,0.02044112807600232,0.6202454343438148,0.01492686552362791
15000,0.05,5.5,0.25,0.0,0.85,-3.0,0.9661253318190575,0.023427290785104343,0.805277943611145,0.017871628217717896,0.6319604814052582,0.018578800094603422
15000,0.05,5.5,0.25,0.0,0.85,-2.5,0.9759849309921265,0.014204704034170344,0.8164763078093529,0.015018032187534945,0.6309335455298424,0.021374334250546155
15000,0.05,5.5,0.25,0.0,0.85,-2.0,0.9732713401317596,0.021218988530461873,0.8267108649015427,0.014124729709522795,0.6283758729696274,0.023906066453912165
15000,0.05,5.5,0.25,0.0,0.85,-1.5,0.974544383585453,0.01922684466051521,0.8253785595297813,0.019776216432403543,0.6197107136249542,0.015406211936904186
15000,0.05,5.5,0.25,0.0,0.8,-3.0,0.9684472009539604,0.020426012354340134,0.8098289296030998,0.019093718728220445,0.6328302249312401,0.020770477004605787
15000,0.05,5.5,0.25,0.0,0.8,-2.5,0.9759849309921265,0.014204704034170344,0.8184528723359108,0.014476554384975948,0.632783830165863,0.021838321142627546
15000,0.05,5.5,0.25,0.0,0.8,-2.0,0.9732713401317596,0.021218988530461873,0.8239947035908699,0.013817061646688198,0.6320803165435791,0.025541138757038607
15000,0.05,5.5,0.25,0.0,0.8,-1.5,0.974544383585453,0.01922684466051521,0.8270999938249588,0.01907893270277848,0.6234757006168365,0.015651887189317516
15000,0.05,5.5,0.25,0.0,0.7,-3.0,0.9722237959504128,0.02177523068129169,0.8147471323609352,0.017954436084333496,0.6378669664263725,0.02944089642582989
15000,0.05,5.5,0.25,0.0,0.7,-2.5,0.9785735309123993,0.012098696501685977,0.8264879509806633,0.019514098960776386,0.6282972693443298,0.017378741007879794
15000,0.05,5.5,0.25,0.0,0.7,-2.0,0.9739890396595001,0.018813938209943343,0.825028084218502,0.013837882120387009,0.6270113587379456,0.02723607403862842
15000,0.05,5.5,0.25,0.0,0.7,-1.5,0.974544383585453,0.01922684466051521,0.8285263553261757,0.01877042455601674,0.6292700916528702,0.02005370262317487
15000,0.05,5.5,0.25,0.05,1.0,-3.0,0.959591343998909,0.019610994565343882,0.7989192008972168,0.02068485033209168,0.6241431459784508,0.02211029676513438
15000,0.05,5.5,0.25,0.05,1.0,-2.5,0.9681263715028763,0.02556915388287785,0.8068151399493217,0.0197286509048529,0.6284982860088348,0.028937247543512044
15000,0.05,5.5,0.25,0.05,1.0,-2.0,0.9712690114974976,0.013656894324309492,0.8179078325629234,0.013541427353124611,0.624503917992115,0.013749830405580537
15000,0.05,5.5,0.25,0.05,1.0,-1.5,0.974544383585453,0.01922684466051521,0.8244701698422432,0.013773089571237625,0.6306487768888474,0.013416069647997585
15000,0.05,5.5,0.25,0.05,0.95,-3.0,0.9598761051893234,0.020038426438494135,0.800553023815155,0.01971434810471363,0.6242294833064079,0.022019219967680487
15000,0.05,5.5,0.25,0.05,0.95,-2.5,0.9678416103124619,0.025328500060419305,0.8109821453690529,0.01687031198548055,0.6249587759375572,0.017621110966794598
15000,0.05,5.5,0.25,0.05,0.95,-2.0,0.9793633744120598,0.01087379292815436,0.8198521807789803,0.012674364919883989,0.6229486986994743,0.01221548800665021
15000,0.05,5.5,0.25,0.05,0.95,-1.5,0.974544383585453,0.01922684466051521,0.8242124691605568,0.013939980621628666,0.6312144249677658,0.014412135066717494
15000,0.05,5.5,0.25,0.05,0.9,-3.0,0.9682358950376511,0.019402952189941838,0.8043785765767097,0.01712144098195192,0.6270152106881142,0.020486683138014432
15000,0.05,5.5,0.25,0.05,0.9,-2.5,0.9739722982048988,0.019422606257816496,0.8181513547897339,0.015201723277588211,0.6322413757443428,0.020567116947572465
15000,0.05,5.5,0.25,0.05,0.9,-2.0,0.9809572473168373,0.010822586062741694,0.8249172791838646,0.012960857565246257,0.6231948062777519,0.012005965583818027
15000,0.05,5.5,0.25,0.05,0.9,-1.5,0.974544383585453,0.01922684466051521,0.823872298002243,0.015133516334993834,0.6299375295639038,0.015668119275203132
15000,0.05,5.5,0.25,0.05,0.85,-3.0,0.970660850405693,0.02078846881077713,0.8062610849738121,0.01675683552519134,0.6259522065520287,0.015701823522887296
15000,0.05,5.5,0.25,0.05,0.85,-2.5,0.9739722982048988,0.019422606257816496,0.8193161711096764,0.015263789921264693,0.6276994124054909,0.020642516781985407
15000,0.05,5.5,0.25,0.05,0.85,-2.0,0.9809572473168373,0.010822586062741694,0.824693076312542,0.013493334875400283,0.6251236945390701,0.013806246586861234
15000,0.05,5.5,0.25,0.05,0.85,-1.5,0.974544383585453,0.01922684466051521,0.824459858238697,0.01550304987369211,0.6309309676289558,0.016552520495735523
15000,0.05,5.5,0.25,0.05,0.8,-3.0,0.9707935675978661,0.020495954435166778,0.8084979131817818,0.019593982793415992,0.6301668882369995,0.01714625547657656
15000,0.05,5.5,0.25,0.05,0.8,-2.5,0.9744297116994858,0.013731474725059856,0.8183033987879753,0.014427701358493281,0.6246366500854492,0.01949046973358082
15000,0.05,5.5,0.25,0.05,0.8,-2.0,0.9809572473168373,0.010822586062741694,0.8244250640273094,0.012777565585885815,0.628069207072258,0.016683259946163268
15000,0.05,5.5,0.25,0.05,0.8,-1.5,0.974544383585453,0.01922684466051521,0.8252226561307907,0.014650039325135571,0.6314244568347931,0.017466235657969984
15000,0.05,5.5,0.25,0.05,0.7,-3.0,0.9674473255872726,0.02459298458384786,0.8132486194372177,0.016736846704477736,0.6328817680478096,0.020734410550054573
15000,0.05,5.5,0.25,0.05,0.7,-2.5,0.9744297116994858,0.013731474725059856,0.8179361820220947,0.012563898998066083,0.628350093960762,0.011923969839125158
15000,0.05,5.5,0.25,0.05,0.7,-2.0,0.9730007573962212,0.021037986568145282,0.8244856297969818,0.014614736306161466,0.627102829515934,0.016765397950670224
15000,0.05,5.5,0.25,0.05,0.7,-1.5,0.974544383585453,0.01922684466051521,0.8288021087646484,0.014637169081965466,0.6317994073033333,0.01747354845927653
15000,0.05,5.5,0.25,0.1,1.0,-3.0,0.9616529494524002,0.020328259990294244,0.7997258007526398,0.02307621442104084,0.6222284361720085,0.020195057832999855
15000,0.05,5.5,0.25,0.1,1.0,-2.5,0.9682977423071861,0.025384471331384002,0.8126533254981041,0.019603938192159928,0.6279300600290298,0.02055076148669368
15000,0.05,5.5,0.25,0.1,1.0,-2.0,0.9728628844022751,0.014532808761156302,0.8191963359713554,0.014674948899810993,0.6284841001033783,0.013994979949724507
15000,0.05,5.5,0.25,0.1,1.0,-1.5,0.9730007573962212,0.021037986568145282,0.8221521601080894,0.015949556819579602,0.6311912462115288,0.01693784630283518
15000,0.05,5.5,0.25,0.1,0.95,-3.0,0.962471142411232,0.01924136511110518,0.8003803640604019,0.014728636314810806,0.6265397667884827,0.019837538564882445
15000,0.05,5.5,0.25,0.1,0.95,-2.5,0.9682977423071861,0.025384471331384002,0.8146543800830841,0.016319547616998116,0.6260320991277695,0.01742101069130992
15000,0.05,5.5,0.25,0.1,0.95,-2.0,0.9747544080018997,0.01297164048693241,0.8202541843056679,0.013531734860747876,0.629857636988163,0.013994127143830385
15000,0.05,5.5,0.25,0.1,0.95,-1.5,0.9735561013221741,0.021433661296604352,0.8228208869695663,0.01572354929464773,0.6320158913731575,0.017611255261415857
15000,0.05,5.5,0.25,0.1,0.9,-3.0,0.962471142411232,0.01924136511110518,0.8027898594737053,0.01637439601571728,0.6248685866594315,0.016446258916733982
15000,0.05,5.5,0.25,0.1,0.9,-2.5,0.9739722982048988,0.019422606257816496,0.8165098130702972,0.018262098649972403,0.6267639622092247,0.017152311115727646
