num_fit_samples,sampling_lr,lengthscale,delta,eta,alpha,classifier_free_guidance_weight,mean (100th),std (100th),mean (80th),std (80th),mean (50th),std (50th)
18000,0.05,5.7,0.25,0.05,0.8,-2.5,0.6414254456758499,0.03132337966292676,0.5198369473218918,0.004142130170062796,0.46878620982170105,0.00522076320415076
18000,0.05,5.7,0.25,0.2,0.85,-2.0,0.6435159519314766,0.057924815195830356,0.5193439275026321,0.005766325313859758,0.47089092805981636,0.00708877103502572
18000,0.05,5.7,0.25,0.2,0.9,-2.5,0.6331630796194077,0.021169694248601104,0.5221763551235199,0.007353394685219259,0.46998247876763344,0.004299914247619092
18000,0.05,5.7,0.25,0.05,0.85,-2.5,0.6387391090393066,0.03111547745498192,0.5198376178741455,0.004120255334145081,0.4695178456604481,0.0030183354582191775
18000,0.05,5.7,0.25,0.05,0.9,-2.5,0.6341951712965965,0.019125071616680426,0.5195206105709076,0.00329590013064185,0.46885355189442635,0.0032565605897427095
18000,0.05,5.7,0.25,0.2,0.9,-2.0,0.6216247975826263,0.022812466150890272,0.5160422101616859,0.006459578016743613,0.4711654372513294,0.0078098952882066875
18000,0.05,5.7,0.25,0.05,0.95,-2.0,0.6381841152906418,0.033156959838271355,0.5194520279765129,0.0046410020976816665,0.4694483056664467,0.0064366966166432785
18000,0.05,5.7,0.25,0.2,0.95,-2.5,0.633022777736187,0.02110634279112549,0.518811509013176,0.005025334080568227,0.4700302332639694,0.002631691494850616
18000,0.05,5.7,0.25,0.2,0.95,-2.0,0.6222134083509445,0.02209392248620982,0.5177152901887894,0.007170856837567926,0.4700000025331974,0.007509323217017209
18000,0.05,5.7,0.25,0.05,1.0,-2.0,0.6389430239796638,0.03237978057185156,0.5191447138786316,0.004958703149672037,0.46793563663959503,0.006222877005715052
18000,0.05,5.7,0.25,0.2,1.0,-2.5,0.636359192430973,0.020660838276068856,0.5168582051992416,0.005499423810477094,0.46718868240714073,0.004947137435247967
18000,0.05,5.7,0.25,0.1,0.8,-2.5,0.6207079663872719,0.020490786601985698,0.5170349702239037,0.004198647644006962,0.46945343911647797,0.005964822903092803
18000,0.05,5.7,0.25,0.2,1.0,-2.0,0.631523109972477,0.021307244564282877,0.5179772526025772,0.007438583796477851,0.47050708904862404,0.007798071460836075
18000,0.05,5.7,0.25,0.1,0.85,-2.5,0.6212522611021996,0.016727628579741898,0.5181619748473167,0.004641273702887383,0.4690735228359699,0.0027623271365489087
18000,0.05,5.7,0.25,0.1,0.9,-2.5,0.6325206756591797,0.02036294918197654,0.5186067447066307,0.004776685217454876,0.4670627899467945,0.0031036010402373383
18000,0.05,5.7,0.25,0.25,0.8,-2.5,0.623909555375576,0.020503141993533685,0.518870010972023,0.006661032005757295,0.47029291465878487,0.0035259552853147426
18000,0.05,5.7,0.25,0.1,0.9,-2.0,0.6228401511907578,0.018537164003559575,0.5190674364566803,0.005287052167824332,0.4718746170401573,0.007309680938338115
18000,0.05,5.7,0.25,0.25,0.8,-2.0,0.6452142000198364,0.058146635225366144,0.521178737282753,0.007965928897290264,0.4691369831562042,0.008358479738507948
18000,0.05,5.7,0.25,0.25,0.85,-2.5,0.632541261613369,0.018433192671900227,0.5212767347693443,0.006248902046103101,0.47009048983454704,0.00289215665053279
18000,0.05,5.7,0.25,0.1,0.95,-2.5,0.6341951712965965,0.019125071616680426,0.5178698301315308,0.005099030909366506,0.4679085984826088,0.004381705780401737
18000,0.05,5.7,0.25,0.25,0.85,-2.0,0.6477271690964699,0.05732933148874558,0.5205905362963676,0.006045555694038596,0.46967993676662445,0.007504657366056759
18000,0.05,5.7,0.25,0.1,0.95,-2.0,0.6205523982644081,0.018636406533528632,0.519639328122139,0.005497288057828807,0.4709415063261986,0.006696610834347802
18000,0.05,5.7,0.25,0.25,0.9,-2.5,0.6202770695090294,0.021364232403720804,0.5198241695761681,0.005703871814161071,0.46705829352140427,0.0026265816608960035
18000,0.05,5.7,0.25,0.1,1.0,-3.0,0.6460682153701782,0.024099001096749503,0.5121075212955475,0.005692065195120921,0.4666895382106304,0.004057059705579977
18000,0.05,5.7,0.25,0.25,0.9,-2.0,0.6244975849986076,0.02335638027203179,0.5183950364589691,0.007377002426359073,0.4698713943362236,0.007681415494671807
18000,0.05,5.7,0.25,0.1,1.0,-2.0,0.6360366642475128,0.03428048267367856,0.5194616466760635,0.0053058020856901296,0.47088537737727165,0.006488925230637126
18000,0.05,5.7,0.25,0.25,0.95,-2.0,0.6255271434783936,0.018051408772277677,0.5193717777729034,0.0076957554989910875,0.46986718103289604,0.007484836926479236
18000,0.05,5.7,0.25,0.15,0.8,-2.5,0.6224160119891167,0.021670683812738508,0.5175410807132721,0.005536558080071908,0.47035667300224304,0.006137849628134122
