num_fit_samples,sampling_lr,lengthscale,delta,eta,alpha,classifier_free_guidance_weight,mean (100th),std (100th),mean (80th),std (80th),mean (50th),std (50th)
18000,0.05,6.25,0.25,0.25,0.9,-1.5,0.6424251794815063,0.025276817156576342,0.5241644233465195,0.006887834616366247,0.4741114154458046,0.0059832434512595185
18000,0.05,6.25,0.25,0.25,0.95,-1.5,0.650452271103859,0.029270943172673043,0.5243579000234604,0.007692265434617945,0.4740832485258579,0.00403027924842165
18000,0.05,6.25,0.25,0.25,1.0,-2.0,0.6515262052416801,0.06662060526485127,0.5228564813733101,0.008666668365594243,0.472120214253664,0.005663554011392092
18000,0.05,6.25,0.25,0.25,1.0,-1.5,0.6548529490828514,0.026882529256678563,0.5242628157138824,0.007471858740582257,0.4734514094889164,0.004517921594629324
18000,0.05,6.25,0.25,0.3,0.8,-2.0,0.6559362560510635,0.031574103060689106,0.5229489132761955,0.006507777794002567,0.4700903743505478,0.004650208017004001
18000,0.05,6.25,0.25,0.3,0.8,-1.5,0.6471431106328964,0.026947247521634594,0.5203593820333481,0.004297908715866143,0.47317713499069214,0.007034338927141058
18000,0.05,6.25,0.25,0.3,0.85,-2.0,0.6559362560510635,0.031574103060689106,0.5225755870342255,0.006092088496648698,0.47203031182289124,0.004404396263742684
18000,0.05,6.25,0.25,0.3,0.85,-1.5,0.6515437886118889,0.024923112029552014,0.5210612192749977,0.004337106481402929,0.47289055958390236,0.006419762531006402
18000,0.05,6.25,0.25,0.3,0.9,-2.0,0.6559362560510635,0.031574103060689106,0.5230743512511253,0.0059393909066901476,0.4718243405222893,0.005449729855219107
18000,0.05,6.25,0.25,0.3,0.9,-1.5,0.6515437886118889,0.024923112029552014,0.5222650840878487,0.005650922810418919,0.4739355184137821,0.0058075973379116555
18000,0.05,6.25,0.25,0.3,0.95,-1.5,0.652450829744339,0.024166737217126692,0.5224198773503304,0.004417999925933258,0.4725715257227421,0.0057183867900245655
18000,0.05,6.25,0.25,0.4,0.9,-2.0,0.6421845555305481,0.02203898562719926,0.5185924991965294,0.006029405828355068,0.47213606536388397,0.005844310782952783
18000,0.05,6.25,0.25,0.5,0.85,-2.5,0.6553104519844055,0.039889989455636855,0.5198064371943474,0.006413294612220458,0.4701920635998249,0.006952849025099101
18000,0.05,6.25,0.25,0.5,0.9,-2.5,0.6529804915189743,0.04031561736642762,0.5188373252749443,0.005731530325474544,0.47018909081816673,0.0056392290508732
18000,0.05,6.25,0.25,0.75,0.8,-2.0,0.6760179102420807,0.03228779411133563,0.5217827707529068,0.006105864861747689,0.4706679470837116,0.00890489907970754
18000,0.05,6.25,0.25,0.75,0.8,-1.5,0.6684800758957863,0.03189231021599331,0.516470342874527,0.009135181487044976,0.46999524533748627,0.008760124376093211
18000,0.05,6.25,0.25,0.75,0.85,-2.0,0.6760179102420807,0.03228779411133563,0.5208153575658798,0.007242018943852914,0.47033992037177086,0.007876181384186337
18000,0.05,6.25,0.25,0.75,0.85,-1.5,0.6684800758957863,0.03189231021599331,0.5168774425983429,0.009462925948080472,0.4698557145893574,0.008884287040917677
18000,0.05,6.25,0.25,0.75,0.9,-2.0,0.6835557445883751,0.03833088907348887,0.520001009106636,0.007247267049028847,0.4705190546810627,0.006581667196885337
18000,0.05,6.25,0.25,0.75,0.9,-1.5,0.6684800758957863,0.03189231021599331,0.5177294760942459,0.009760268182958581,0.47019927203655243,0.009069870635551903
18000,0.05,6.25,0.25,0.75,0.95,-1.5,0.6684800758957863,0.03189231021599331,0.5193507820367813,0.008258276682193508,0.4724619425833225,0.007991768157254294
18000,0.05,6.25,0.25,0.75,1.0,-1.5,0.6684800758957863,0.03189231021599331,0.5193440318107605,0.008139037830548384,0.4720936566591263,0.007493676153469117
18000,0.05,6.25,0.25,0.0,0.8,-1.5,0.6485237628221512,0.030698544343629112,0.5229428634047508,0.010169631219236655,0.47437256947159767,0.0037050154596819872
18000,0.05,6.25,0.25,0.05,0.9,-2.0,0.6610197275876999,0.03540171285073529,0.5232676118612289,0.008739338465409509,0.47420718520879745,0.004457754226628327
