num_fit_samples,sampling_lr,lengthscale,delta,eta,alpha,classifier_free_guidance_weight,mean (100th),std (100th),mean (80th),std (80th),mean (50th),std (50th)
18000,0.05,6.25,0.25,0.0,0.8,-3.0,0.6328742504119873,0.023077862993674435,0.5195587277412415,0.005103404137096569,0.47027404233813286,0.0025918357395275575
18000,0.05,6.25,0.25,0.0,0.8,-2.5,0.6419001296162605,0.031202897996996378,0.5194650441408157,0.0038827271362206956,0.46824484691023827,0.004600750911334148
18000,0.05,6.25,0.25,0.0,0.8,-2.0,0.637080080807209,0.023303734815692544,0.5206267088651657,0.0049904135185938284,0.4713973067700863,0.0042160427058763935
18000,0.05,6.25,0.25,0.0,0.8,-1.5,0.6515369862318039,0.05054086589990046,0.5205004662275314,0.003850589671236643,0.4723302647471428,0.0034256192371514426
18000,0.05,6.25,0.25,0.0,0.85,-3.0,0.6318844109773636,0.024020003168653343,0.5198144167661667,0.0042165726927388,0.4700024127960205,0.0045071431056444644
18000,0.05,6.25,0.25,0.0,0.85,-2.5,0.6429940089583397,0.031342978405509994,0.5199546366930008,0.004544649575052062,0.4682534672319889,0.0038764294692491055
18000,0.05,6.25,0.25,0.0,0.85,-2.0,0.6396108567714691,0.018396808599692456,0.5196712836623192,0.004324085157919758,0.470947939902544,0.004681790586695383
18000,0.05,6.25,0.25,0.0,0.85,-1.5,0.6531078368425369,0.049709111647106514,0.5203086137771606,0.003629752603726324,0.47268469259142876,0.002062748950083591
18000,0.05,6.25,0.25,0.0,0.9,-3.0,0.6341507211327553,0.019599096107560433,0.5186147838830948,0.0036812383706001984,0.46906327828764915,0.006184999692065059
18000,0.05,6.25,0.25,0.0,0.9,-2.5,0.6429111957550049,0.030051398735851685,0.5221976563334465,0.004319596359559977,0.46958790346980095,0.00283816161213622
18000,0.05,6.25,0.25,0.0,0.9,-2.0,0.6396108567714691,0.018396808599692456,0.5193220600485802,0.004564843640055029,0.4682990200817585,0.006872719760908818
18000,0.05,6.25,0.25,0.0,0.9,-1.5,0.6467169299721718,0.05420525522012469,0.5202882066369057,0.003974841766623042,0.472963385283947,0.0020837137256058107
18000,0.05,6.25,0.25,0.0,0.95,-3.0,0.6404695808887482,0.02581682179188983,0.5143714398145676,0.008579517057490557,0.46670373529195786,0.004808344343830851
18000,0.05,6.25,0.25,0.0,0.95,-2.5,0.6380336880683899,0.01863436475356773,0.5190981924533844,0.004899915019866211,0.4695092402398586,0.0027522715730982834
18000,0.05,6.25,0.25,0.0,0.95,-2.0,0.6372127458453178,0.03584054948050905,0.5199886858463287,0.004371112428605259,0.46890564635396004,0.00581906461166129
18000,0.05,6.25,0.25,0.0,0.95,-1.5,0.6467169299721718,0.05420525522012469,0.5193539932370186,0.0034303129522756984,0.4739313833415508,0.003121664243444413
18000,0.05,6.25,0.25,0.0,1.0,-3.0,0.6449277922511101,0.02600708709431918,0.5134285390377045,0.008236667747040526,0.4665992446243763,0.005884714286239401
18000,0.05,6.25,0.25,0.0,1.0,-2.5,0.6302215680480003,0.020410453551720012,0.5191963762044907,0.003272798822436504,0.4687374606728554,0.00387370479998201
18000,0.05,6.25,0.25,0.0,1.0,-2.0,0.6359071284532547,0.036443945710684,0.5197383612394333,0.0036696374083541945,0.4685843251645565,0.005756902115740966
18000,0.05,6.25,0.25,0.0,1.0,-1.5,0.6467169299721718,0.05420525522012469,0.5189338177442551,0.0034322530247875836,0.4728897623717785,0.003937542114450556
18000,0.05,6.25,0.25,0.05,0.8,-2.5,0.6414254456758499,0.03132337966292676,0.5198369473218918,0.004142130170062796,0.46878620982170105,0.00522076320415076
18000,0.05,6.25,0.25,0.05,0.8,-2.0,0.6409977078437805,0.056611386644135966,0.5186712145805359,0.004286971370184769,0.4696767255663872,0.005891555421690832
18000,0.05,6.25,0.25,0.05,0.8,-1.5,0.6518252193927765,0.05028476899234753,0.519944079220295,0.003078287973680528,0.47332291677594185,0.005997741585901413
18000,0.05,6.25,0.25,0.05,0.85,-3.0,0.6340740695595741,0.01908737547117068,0.520340733230114,0.003902168894922305,0.4692141115665436,0.003552303074047436
18000,0.05,6.25,0.25,0.05,0.9,-2.0,0.6401850208640099,0.03237093575468221,0.5197335034608841,0.003764379762911193,0.4708675220608711,0.0073763957722582695
18000,0.05,6.25,0.25,0.25,0.9,-1.5,0.6460054144263268,0.05738390508635959,0.5203986540436745,0.0062537913979458844,0.4696241654455662,0.008934631443285697
18000,0.05,6.25,0.25,0.05,0.95,-2.0,0.6381841152906418,0.033156959838271355,0.5194520279765129,0.0046410020976816665,0.4694483056664467,0.0064366966166432785
18000,0.05,6.25,0.25,0.25,0.95,-1.5,0.6460054144263268,0.05738390508635959,0.5211189314723015,0.005729883125848379,0.46969538927078247,0.00782651836872564
18000,0.05,6.25,0.25,0.1,1.0,-2.0,0.6360366642475128,0.03428048267367856,0.5194616466760635,0.0053058020856901296,0.47088537737727165,0.006488925230637126
18000,0.05,6.25,0.25,0.25,1.0,-2.0,0.632541261613369,0.018433192671900227,0.5195921584963799,0.006325896457432164,0.4703276455402374,0.007085448565763725
18000,0.05,6.25,0.25,0.15,0.8,-2.5,0.6224160119891167,0.021670683812738508,0.5175410807132721,0.005536558080071908,0.47035667300224304,0.006137849628134122
18000,0.05,6.25,0.25,0.25,1.0,-1.5,0.6453836038708687,0.05796038095177158,0.5210281908512115,0.007990064987671542,0.4702622927725315,0.008546843242489431
18000,0.05,6.25,0.25,0.15,0.8,-2.0,0.6521346420049667,0.06154274506978809,0.5199699029326439,0.004900879876216737,0.4695836119353771,0.00791365485976326
18000,0.05,6.25,0.25,0.3,0.8,-2.0,0.6545483097434044,0.053608171858725136,0.5231521651148796,0.006688654497217181,0.4715197868645191,0.010145389753945284
18000,0.05,6.25,0.25,0.15,0.85,-2.0,0.6210144534707069,0.018408553976793033,0.5178927108645439,0.007010533345625045,0.47068435698747635,0.008200328502311498
18000,0.05,6.25,0.25,0.3,0.8,-1.5,0.6437899544835091,0.05724545978327143,0.5213029384613037,0.010365739123041165,0.47094904631376266,0.007036646155716791
18000,0.05,6.25,0.25,0.15,0.9,-2.0,0.6210144534707069,0.018408553976793033,0.5174127295613289,0.006998612393924513,0.4687384106218815,0.0065638814190925165
18000,0.05,6.25,0.25,0.3,0.85,-2.0,0.6520658805966377,0.052922789957173325,0.5213965848088264,0.004600141772875323,0.4696141518652439,0.010069835274387307
18000,0.05,6.25,0.25,0.3,0.85,-1.5,0.6437899544835091,0.05724545978327143,0.5217807069420815,0.008881521212754099,0.4705530218780041,0.006756031442893371
18000,0.05,6.25,0.25,0.15,1.0,-2.0,0.6304422467947006,0.023104290481709772,0.5194421112537384,0.004154956334714633,0.47198138758540154,0.006580584543467561
18000,0.05,6.25,0.25,0.3,0.9,-2.0,0.6309128999710083,0.017851402282661487,0.5208904966711998,0.0072068483891410745,0.4702253043651581,0.009271085081761764
18000,0.05,6.25,0.25,0.2,0.8,-2.0,0.6463887393474579,0.05704926675714578,0.5198386460542679,0.005969910688377091,0.47086326405406,0.007904534448670564
18000,0.05,6.25,0.25,0.2,0.8,-1.5,0.6539265736937523,0.0534729196337073,0.5202529802918434,0.007436476440894728,0.4697321020066738,0.009500110458406182
18000,0.05,6.25,0.25,0.3,0.9,-1.5,0.6437899544835091,0.05724545978327143,0.5217467248439789,0.007878965331102954,0.47121304646134377,0.006302648486186926
18000,0.05,6.25,0.25,0.2,0.85,-2.0,0.6435159519314766,0.057924815195830356,0.5193439275026321,0.005766325313859758,0.47089092805981636,0.00708877103502572
18000,0.05,6.25,0.25,0.3,0.95,-1.5,0.6437899544835091,0.05724545978327143,0.5222600251436234,0.007787129217280622,0.47100279852747917,0.006580874679202976
18000,0.05,6.25,0.25,0.2,0.85,-1.5,0.6539265736937523,0.0534729196337073,0.5201495811343193,0.007227078015545574,0.470302514731884,0.009779563395857878
18000,0.05,6.25,0.25,0.5,0.85,-2.5,0.623551607131958,0.018894160583993035,0.5178540945053101,0.003921272725658014,0.4690327048301697,0.0031643448022289325
